2026-01-18 14:44:13.255 | INFO     | app.main:startup_event:29 - Application starting up...
2026-01-18 14:44:13.264 | INFO     | app.main:startup_event:35 - Embeddings loaded.
2026-01-18 14:44:13.264 | INFO     | logging:callHandlers:1744 - Application startup complete.
2026-01-18 15:01:03.689 | INFO     | app.main:log_requests:43 - Request started: POST /upload
2026-01-18 15:01:03.692 | DEBUG    | logging:callHandlers:1744 - Calling on_part_begin with no data
2026-01-18 15:01:03.693 | DEBUG    | logging:callHandlers:1744 - Calling on_header_field with data[42:61]
2026-01-18 15:01:03.693 | DEBUG    | logging:callHandlers:1744 - Calling on_header_value with data[63:153]
2026-01-18 15:01:03.693 | DEBUG    | logging:callHandlers:1744 - Calling on_header_end with no data
2026-01-18 15:01:03.693 | DEBUG    | logging:callHandlers:1744 - Calling on_header_field with data[155:167]
2026-01-18 15:01:03.693 | DEBUG    | logging:callHandlers:1744 - Calling on_header_value with data[169:184]
2026-01-18 15:01:03.694 | DEBUG    | logging:callHandlers:1744 - Calling on_header_end with no data
2026-01-18 15:01:03.694 | DEBUG    | logging:callHandlers:1744 - Calling on_headers_finished with no data
2026-01-18 15:01:03.694 | DEBUG    | logging:callHandlers:1744 - Calling on_part_data with data[188:54268]
2026-01-18 15:01:03.694 | DEBUG    | logging:callHandlers:1744 - Calling on_part_end with no data
2026-01-18 15:01:03.694 | DEBUG    | logging:callHandlers:1744 - Calling on_part_begin with no data
2026-01-18 15:01:03.694 | DEBUG    | logging:callHandlers:1744 - Calling on_header_field with data[54312:54331]
2026-01-18 15:01:03.694 | DEBUG    | logging:callHandlers:1744 - Calling on_header_value with data[54333:54366]
2026-01-18 15:01:03.694 | DEBUG    | logging:callHandlers:1744 - Calling on_header_end with no data
2026-01-18 15:01:03.694 | DEBUG    | logging:callHandlers:1744 - Calling on_headers_finished with no data
2026-01-18 15:01:03.694 | DEBUG    | logging:callHandlers:1744 - Calling on_part_data with data[54370:55245]
2026-01-18 15:01:03.695 | DEBUG    | logging:callHandlers:1744 - Calling on_part_end with no data
2026-01-18 15:01:03.695 | DEBUG    | logging:callHandlers:1744 - Calling on_part_begin with no data
2026-01-18 15:01:03.695 | DEBUG    | logging:callHandlers:1744 - Calling on_header_field with data[55289:55308]
2026-01-18 15:01:03.695 | DEBUG    | logging:callHandlers:1744 - Calling on_header_value with data[55310:55341]
2026-01-18 15:01:03.695 | DEBUG    | logging:callHandlers:1744 - Calling on_header_end with no data
2026-01-18 15:01:03.695 | DEBUG    | logging:callHandlers:1744 - Calling on_headers_finished with no data
2026-01-18 15:01:03.695 | DEBUG    | logging:callHandlers:1744 - Calling on_part_data with data[55345:55351]
2026-01-18 15:01:03.695 | DEBUG    | logging:callHandlers:1744 - Calling on_part_end with no data
2026-01-18 15:01:03.695 | DEBUG    | logging:callHandlers:1744 - Calling on_end with no data
2026-01-18 15:01:03.696 | INFO     | app.main:log_requests:47 - Request completed: 401 | Time: 6.92ms
2026-01-18 15:01:03.697 | INFO     | logging:callHandlers:1744 - 127.0.0.1:59176 - "POST /upload HTTP/1.1" 401
2026-01-18 15:01:21.800 | INFO     | app.main:log_requests:43 - Request started: POST /login
2026-01-18 15:01:21.803 | DEBUG    | logging:callHandlers:1744 - Calling on_part_begin with no data
2026-01-18 15:01:21.803 | DEBUG    | logging:callHandlers:1744 - Calling on_header_field with data[42:61]
2026-01-18 15:01:21.803 | DEBUG    | logging:callHandlers:1744 - Calling on_header_value with data[63:89]
2026-01-18 15:01:21.803 | DEBUG    | logging:callHandlers:1744 - Calling on_header_end with no data
2026-01-18 15:01:21.803 | DEBUG    | logging:callHandlers:1744 - Calling on_headers_finished with no data
2026-01-18 15:01:21.803 | DEBUG    | logging:callHandlers:1744 - Calling on_part_data with data[93:99]
2026-01-18 15:01:21.803 | DEBUG    | logging:callHandlers:1744 - Calling on_part_end with no data
2026-01-18 15:01:21.803 | DEBUG    | logging:callHandlers:1744 - Calling on_part_begin with no data
2026-01-18 15:01:21.803 | DEBUG    | logging:callHandlers:1744 - Calling on_header_field with data[143:162]
2026-01-18 15:01:21.803 | DEBUG    | logging:callHandlers:1744 - Calling on_header_value with data[164:190]
2026-01-18 15:01:21.803 | DEBUG    | logging:callHandlers:1744 - Calling on_header_end with no data
2026-01-18 15:01:21.803 | DEBUG    | logging:callHandlers:1744 - Calling on_headers_finished with no data
2026-01-18 15:01:21.803 | DEBUG    | logging:callHandlers:1744 - Calling on_part_data with data[194:203]
2026-01-18 15:01:21.804 | DEBUG    | logging:callHandlers:1744 - Calling on_part_end with no data
2026-01-18 15:01:21.804 | DEBUG    | logging:callHandlers:1744 - Calling on_end with no data
2026-01-18 15:01:21.869 | INFO     | app.main:log_requests:47 - Request completed: 200 | Time: 69.12ms
2026-01-18 15:01:21.870 | INFO     | logging:callHandlers:1744 - 127.0.0.1:60634 - "POST /login HTTP/1.1" 200
2026-01-18 15:01:36.718 | INFO     | app.main:log_requests:43 - Request started: POST /upload
2026-01-18 15:01:36.719 | DEBUG    | logging:callHandlers:1744 - Calling on_part_begin with no data
2026-01-18 15:01:36.719 | DEBUG    | logging:callHandlers:1744 - Calling on_header_field with data[42:61]
2026-01-18 15:01:36.719 | DEBUG    | logging:callHandlers:1744 - Calling on_header_value with data[63:153]
2026-01-18 15:01:36.719 | DEBUG    | logging:callHandlers:1744 - Calling on_header_end with no data
2026-01-18 15:01:36.719 | DEBUG    | logging:callHandlers:1744 - Calling on_header_field with data[155:167]
2026-01-18 15:01:36.719 | DEBUG    | logging:callHandlers:1744 - Calling on_header_value with data[169:184]
2026-01-18 15:01:36.719 | DEBUG    | logging:callHandlers:1744 - Calling on_header_end with no data
2026-01-18 15:01:36.719 | DEBUG    | logging:callHandlers:1744 - Calling on_headers_finished with no data
2026-01-18 15:01:36.719 | DEBUG    | logging:callHandlers:1744 - Calling on_part_data with data[188:54268]
2026-01-18 15:01:36.719 | DEBUG    | logging:callHandlers:1744 - Calling on_part_end with no data
2026-01-18 15:01:36.720 | DEBUG    | logging:callHandlers:1744 - Calling on_part_begin with no data
